Symbol,Name,Sector,Industry,Country,Market Cap,Current Price,All-Time High,Percent Decline from ATH,trailingPE,forwardPE,priceToBook,priceToSalesTrailing12Months,pegRatio,enterpriseToEbitda,enterpriseToRevenue,dividendYield,debtToEquity,beta,revenueGrowth,earningsGrowth,earningsQuarterlyGrowth,revenueQuarterlyGrowth,freeCashflow,operatingCashflow,returnOnEquity,returnOnAssets,grossMargins,operatingMargins,profitMargins,fiftyDayAverage,twoHundredDayAverage,RSI,heldPercentInsiders,heldPercentInstitutions,averageVolume,recommendationMean,targetMeanPrice,targetHighPrice,targetLowPrice,currentPrice,Potential Upside/Downside (%),ESG Score,Environment Score,Social Score,Governance Score,Market Cap Category,Weights,dividendYield_Rank,priceToBook_Rank,returnOnEquity_Rank,revenueGrowth_Rank,Potential Upside/Downside (%)_Rank,enterpriseToEbitda_Rank,operatingMargins_Rank,returnOnAssets_Rank,priceToSalesTrailing12Months_Rank,RSI_Rank,recommendationMean_Rank,grossMargins_Rank,trailingPE_Rank,earningsGrowth_Rank,Weighted Score,Overall Rank
VLGEA
CCOI
CMT
WSC
SSTK
WDC
BYD
REXR
KRT
MTCH
UGI
RCMT
HDSN
DAWN
IDT
XPO
VVI
PANL
FOLD
CSX
IPAR
CWEN
EGP
MTRN
CENT
LNW
CMCSA
CHEF
LBRDK
STAG
MAS
TNL
WBS
BPMC
CRGY
LINC
GNL
GNE